"Inflation","Inflation","Inflation","2013-12-01",1,"INFLATION","NYSE","INDICES_OTHER","None","UNKNOWN",0,1.00,"USD"
"JINDALSTEL.BO","INE749A01030","Jindal Steel & Power Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"JNJ","JNJ","Johnson &amp; Johnson Common Stock","2014-01-21",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Health","CONTINUOUS",0,1.00,"USD"
"JPASSOCIAT.BO","INE455F01025","Jaiprakash Associates Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"JPM","JPM","JP Morgan Chase &amp; Co. Common St","2014-01-21",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Finance","CONTINUOUS",0,1.00,"USD"
"JSWSTEEL.BO","INE019A01020","JSW Steel Ltd.","1970-01-01",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","STEEL AND STEEL PRODUCTS","CONTINUOUS",0,1.00,"INR"
"KLAC","US4824801009","KLA-Tencor Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","Equipment","CONTINUOUS",0,1.00,"USD"
"KO","KO","Coca-Cola Company (The) Common","2014-02-11",1,"YAHOO","NYSE","DEFAULT_CATEGORY","Agro-food","CONTINUOUS",0,1.00,"USD"
"KOTAKBANK.BO","INE237A01028","Kotak Mahindra Bank Ltd.","2013-04-12",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","","CONTINUOUS",0,1.00,"INR"
"LICHSGFIN.BO","INE115A01026","LIC Housing Finance Ltd.","2013-02-11",1,"DEFAULT","NSEINDIA","DEFAULT_CATEGORY","FINANCE - HOUSING","CONTINUOUS",0,1.00,"INR"
"LIFE","LIFE","Life Technologies Corporation","2013-02-07",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","unknown","CONTINUOUS",0,1.00,"USD"
"LINTA","US53071M1045","Liberty Media Corporation","2013-02-06",1,"YAHOO","NASDAQ","DEFAULT_CATEGORY","unknown","CONTINUOUS",0,1.00,"USD"
